id,name,text_snippet,supertype,subtype,logic_category,battle_styles,immediate_parent,evolution_root,effect_triggers,hp,retreat_cost
sv5-201,Morty's Conviction,[Rule] You can use this card only if you discard another card from your hand.  Draw a card for each of your opponent's Benched Pokemon. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv5-211,Morty's Conviction,[Rule] You can use this card only if you discard another card from your hand.  Draw a card for each of your opponent's Benched Pokemon. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
zsv10pt5-83,N's Plan,[Rule] Move up to 2 Energy from your Benched Pokemon to your Active Pokemon. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,None,N/A,N/A
zsv10pt5-163,N's Plan,[Rule] Move up to 2 Energy from your Benched Pokemon to your Active Pokemon. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,None,N/A,N/A
zsv10pt5-170,N's Plan,[Rule] Move up to 2 Energy from your Benched Pokemon to your Active Pokemon. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,None,N/A,N/A
sv1-180,Nemona,[Rule] Draw 3 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv4pt5-82,Nemona,[Rule] Draw 3 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv4pt5-229,Nemona,[Rule] Draw 3 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv4pt5-238,Nemona,[Rule] Draw 3 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv4-168,Norman,"[Rule] Draw 2 cards. If your opponent's Active Pokemon is a Pokemon ex, draw 2 more cards. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv4-237,Norman,"[Rule] Draw 2 cards. If your opponent's Active Pokemon is a Pokemon ex, draw 2 more cards. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv3-190,Ortega,"[Rule] Your opponent reveals their hand, and you choose a card you find there and put it on the bottom of their deck. If you put a card on the bottom of your opponent's deck in this way, your opponent may draw a card. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv3-219,Ortega,"[Rule] Your opponent reveals their hand, and you choose a card you find there and put it on the bottom of their deck. If you put a card on the bottom of your opponent's deck in this way, your opponent may draw a card. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv8pt5-141,Ortega,"[Rule] Your opponent reveals their hand, and you choose a card you find there and put it on the bottom of their deck. If you put a card on the bottom of your opponent's deck in this way, your opponent may draw a card. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv4pt5-85,Paldean Student,"[Rule] Search your deck for a Pokemon that doesn't have a Rule Box, reveal it, and put it into your hand. For each Paldean Student card (not including this card) in your discard pile, you may search for an additional Pokemon in this way. Then, shuffle your deck. (Pokemon ex, Pokemon V, etc. have Rule Boxes.) | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw, discard",N/A,N/A
sv4pt5-86,Paldean Student,"[Rule] Search your deck for a Pokemon that doesn't have a Rule Box, reveal it, and put it into your hand. For each Paldean Student card (not including this card) in your discard pile, you may search for an additional Pokemon in this way. Then, shuffle your deck. (Pokemon ex, Pokemon V, etc. have Rule Boxes.) | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw, discard",N/A,N/A
sv4pt5-230,Paldean Student,"[Rule] Search your deck for a Pokemon that doesn't have a Rule Box, reveal it, and put it into your hand. For each Paldean Student card (not including this card) in your discard pile, you may search for an additional Pokemon in this way. Then, shuffle your deck. (Pokemon ex, Pokemon V, etc. have Rule Boxes.) | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw, discard",N/A,N/A
sv4pt5-231,Paldean Student,"[Rule] Search your deck for a Pokemon that doesn't have a Rule Box, reveal it, and put it into your hand. For each Paldean Student card (not including this card) in your discard pile, you may search for an additional Pokemon in this way. Then, shuffle your deck. (Pokemon ex, Pokemon V, etc. have Rule Boxes.) | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw, discard",N/A,N/A
sv4-169,Parasol Lady,"[Rule] Shuffle your hand into your deck. Then, draw 4 cards. If you go second and it's your first turn, draw 8 cards instead. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv4-238,Parasol Lady,"[Rule] Shuffle your hand into your deck. Then, draw 4 cards. If you go second and it's your first turn, draw 8 cards instead. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv4-255,Parasol Lady,"[Rule] Shuffle your hand into your deck. Then, draw 4 cards. If you go second and it's your first turn, draw 8 cards instead. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv1-183,Penny,[Rule] Put 1 of your Basic Pokemon and all attached cards into your hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, attach",N/A,N/A
sv1-239,Penny,[Rule] Put 1 of your Basic Pokemon and all attached cards into your hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, attach",N/A,N/A
sv1-252,Penny,[Rule] Put 1 of your Basic Pokemon and all attached cards into your hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, attach",N/A,N/A
sv4pt5-239,Penny,[Rule] Put 1 of your Basic Pokemon and all attached cards into your hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, attach",N/A,N/A
sv6-160,Perrin,"[Rule] Reveal up to 2 Pokemon in your hand and put them into your deck. If you do, search your deck for up to that many Pokemon, reveal them, and put them into your hand. Then, shuffle your deck. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv6-209,Perrin,"[Rule] Reveal up to 2 Pokemon in your hand and put them into your deck. If you do, search your deck for up to that many Pokemon, reveal them, and put them into your hand. Then, shuffle your deck. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv6-220,Perrin,"[Rule] Reveal up to 2 Pokemon in your hand and put them into your deck. If you do, search your deck for up to that many Pokemon, reveal them, and put them into your hand. Then, shuffle your deck. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
svp-114,Picnicker,"[Rule] Flip a coin. If heads, draw 4 cards. If tails, draw 2 cards. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"draw, coin_flip",N/A,N/A
me1-123,Pokemon Center Lady,"[Rule] Heal 60 damage from 1 of your Pokemon, and it recovers from all Special Conditions. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"heal, damage, special_condition",N/A,N/A
sv3-193,Poppy,[Rule] Move up to 2 Energy from 1 of your Pokemon to another of your Pokemon. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,None,N/A,N/A
sv3-220,Poppy,[Rule] Move up to 2 Energy from 1 of your Pokemon to another of your Pokemon. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,None,N/A,N/A
sv3-227,Poppy,[Rule] Move up to 2 Energy from 1 of your Pokemon to another of your Pokemon. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,None,N/A,N/A
sv4-170,Professor Sada's Vitality,"[Rule] Choose up to 2 of your Ancient Pokemon and attach a Basic Energy card from your discard pile to each of them. If you attached any Energy in this way, draw 3 cards. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,"Supporter, Ancient",supporter,Ancient,N/A,N/A,"draw, discard, attach",N/A,N/A
sv4-239,Professor Sada's Vitality,"[Rule] Choose up to 2 of your Ancient Pokemon and attach a Basic Energy card from your discard pile to each of them. If you attached any Energy in this way, draw 3 cards. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,"Supporter, Ancient",supporter,Ancient,N/A,N/A,"draw, discard, attach",N/A,N/A
sv4-256,Professor Sada's Vitality,"[Rule] Choose up to 2 of your Ancient Pokemon and attach a Basic Energy card from your discard pile to each of them. If you attached any Energy in this way, draw 3 cards. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,"Supporter, Ancient",supporter,Ancient,N/A,N/A,"draw, discard, attach",N/A,N/A
sv8pt5-120,Professor Sada's Vitality,"[Rule] Choose up to 2 of your Ancient Pokemon and attach a Basic Energy card from your discard pile to each of them. If you attached any Energy in this way, draw 3 cards. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,"Supporter, Ancient",supporter,Ancient,N/A,N/A,"draw, discard, attach",N/A,N/A
sv4-171,Professor Turo's Scenario,[Rule] Put 1 of your Pokemon in play into your hand. (Discard all cards attached to that Pokemon.) | [Rule] You may play only 1 Supporter card during your turn.,Trainer,"Supporter, Future",supporter,Future,N/A,N/A,"draw, discard, attach",N/A,N/A
sv4-240,Professor Turo's Scenario,[Rule] Put 1 of your Pokemon in play into your hand. (Discard all cards attached to that Pokemon.) | [Rule] You may play only 1 Supporter card during your turn.,Trainer,"Supporter, Future",supporter,Future,N/A,N/A,"draw, discard, attach",N/A,N/A
sv4-257,Professor Turo's Scenario,[Rule] Put 1 of your Pokemon in play into your hand. (Discard all cards attached to that Pokemon.) | [Rule] You may play only 1 Supporter card during your turn.,Trainer,"Supporter, Future",supporter,Future,N/A,N/A,"draw, discard, attach",N/A,N/A
sv8pt5-121,Professor Turo's Scenario,[Rule] Put 1 of your Pokemon in play into your hand. (Discard all cards attached to that Pokemon.) | [Rule] You may play only 1 Supporter card during your turn.,Trainer,"Supporter, Future",supporter,Future,N/A,N/A,"draw, discard, attach",N/A,N/A
sv4pt5-87,Professor's Research,[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv4pt5-88,Professor's Research,[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv8pt5-122,Professor's Research,[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv8pt5-123,Professor's Research,[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv8pt5-124,Professor's Research,[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv8pt5-125,Professor's Research,[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv9-155,Professor's Research,[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
zsv10pt5-85,Professor's Research,[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv1-189,Professor's Research (Professor Sada),[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv1-240,Professor's Research (Professor Sada),[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv1-190,Professor's Research (Professor Turo),[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv1-241,Professor's Research (Professor Turo),[Rule] Discard your hand and draw 7 cards. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv6-161,Raifort,[Rule] Look at the top 5 cards of your deck and discard any number of them. Put the other cards back in any order. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"search, discard",N/A,N/A
sv8pt5-142,Raifort,[Rule] Look at the top 5 cards of your deck and discard any number of them. Put the other cards back in any order. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"search, discard",N/A,N/A
sv4-172,Rika,[Rule] Look at the top 4 cards of your deck and put 2 of them into your hand. Shuffle the other cards and put them on the bottom of your deck. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv4-241,Rika,[Rule] Look at the top 4 cards of your deck and put 2 of them into your hand. Shuffle the other cards and put them on the bottom of your deck. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv4-258,Rika,[Rule] Look at the top 4 cards of your deck and put 2 of them into your hand. Shuffle the other cards and put them on the bottom of your deck. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv4-173,Roark,[Rule] Draw 2 cards. Put a Basic Energy card from your discard pile into your hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv4-242,Roark,[Rule] Draw 2 cards. Put a Basic Energy card from your discard pile into your hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv9-157,Ruffian,[Rule] Discard a Pokemon Tool and a Special Energy from 1 of your opponent's Pokemon. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,discard,N/A,N/A
sv9-181,Ruffian,[Rule] Discard a Pokemon Tool and a Special Energy from 1 of your opponent's Pokemon. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,discard,N/A,N/A
sv3-194,Ryme,[Rule] Draw 3 cards. Switch out your opponent's Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.) | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, switch",N/A,N/A
sv3-221,Ryme,[Rule] Draw 3 cards. Switch out your opponent's Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.) | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, switch",N/A,N/A
sv2-187,Saguaro,[Rule] Choose up to 2 of your Pokemon and heal 50 damage from each of them. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"heal, damage",N/A,N/A
sv2-255,Saguaro,[Rule] Choose up to 2 of your Pokemon and heal 50 damage from each of them. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"heal, damage",N/A,N/A
sv2-270,Saguaro,[Rule] Choose up to 2 of your Pokemon and heal 50 damage from each of them. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"heal, damage",N/A,N/A
sv5-160,Salvatore,"[Rule] Search your deck for a card that has no Abilities and evolves from 1 of your Pokemon, and put it onto that Pokemon to evolve it. Then, shuffle your deck. You can use this card on a Pokemon you put down when you were setting up to play or on a Pokemon that was put into play this turn. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, evolve",N/A,N/A
sv5-202,Salvatore,"[Rule] Search your deck for a card that has no Abilities and evolves from 1 of your Pokemon, and put it onto that Pokemon to evolve it. Then, shuffle your deck. You can use this card on a Pokemon you put down when you were setting up to play or on a Pokemon that was put into play this turn. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, evolve",N/A,N/A
sv5-212,Salvatore,"[Rule] Search your deck for a card that has no Abilities and evolves from 1 of your Pokemon, and put it onto that Pokemon to evolve it. Then, shuffle your deck. You can use this card on a Pokemon you put down when you were setting up to play or on a Pokemon that was put into play this turn. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, evolve",N/A,N/A
sv4-174,Shauntal,"[Rule] Flip a coin. If heads, switch in 1 of your opponent's Benched Pokemon to the Active Spot. If tails, switch your Active Pokemon with 1 of your Benched Pokemon. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"switch, coin_flip",N/A,N/A
sv4-243,Shauntal,"[Rule] Flip a coin. If heads, switch in 1 of your opponent's Benched Pokemon to the Active Spot. If tails, switch your Active Pokemon with 1 of your Benched Pokemon. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"switch, coin_flip",N/A,N/A
sv8-187,Surfer,"[Rule] Switch your Active Pokemon with 1 of your Benched Pokemon. If you do, draw cards until you have 5 cards in your hand. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"draw, switch",N/A,N/A
sv8-235,Surfer,"[Rule] Switch your Active Pokemon with 1 of your Benched Pokemon. If you do, draw cards until you have 5 cards in your hand. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"draw, switch",N/A,N/A
sv10-170,Team Rocket's Archer,"[Rule] You can use this card only if any of your Team Rocket's Pokemon were Knocked Out during your opponent's last turn.  Each player shuffles their hand into their deck. Then, you draw 5 cards, and your opponent draws 3 cards. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"draw, knockout",N/A,N/A
sv10-223,Team Rocket's Archer,"[Rule] You can use this card only if any of your Team Rocket's Pokemon were Knocked Out during your opponent's last turn.  Each player shuffles their hand into their deck. Then, you draw 5 cards, and your opponent draws 3 cards. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"draw, knockout",N/A,N/A
sv10-171,Team Rocket's Ariana,"[Rule] Draw cards until you have 5 cards in your hand. If all of your Pokemon in play are Team Rocket's Pokemon, draw cards until you have 8 cards in your hand instead. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv10-224,Team Rocket's Ariana,"[Rule] Draw cards until you have 5 cards in your hand. If all of your Pokemon in play are Team Rocket's Pokemon, draw cards until you have 8 cards in your hand instead. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv10-237,Team Rocket's Ariana,"[Rule] Draw cards until you have 5 cards in your hand. If all of your Pokemon in play are Team Rocket's Pokemon, draw cards until you have 8 cards in your hand instead. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
sv10-174,Team Rocket's Giovanni,"[Rule] Switch your Active Team Rocket's Pokemon with 1 of your Benched Team Rocket's Pokemon. If you do, switch in 1 of your opponent's Benched Pokemon to the Active Spot. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,switch,N/A,N/A
sv10-225,Team Rocket's Giovanni,"[Rule] Switch your Active Team Rocket's Pokemon with 1 of your Benched Team Rocket's Pokemon. If you do, switch in 1 of your opponent's Benched Pokemon to the Active Spot. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,switch,N/A,N/A
sv10-238,Team Rocket's Giovanni,"[Rule] Switch your Active Team Rocket's Pokemon with 1 of your Benched Team Rocket's Pokemon. If you do, switch in 1 of your opponent's Benched Pokemon to the Active Spot. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,switch,N/A,N/A
sv10-176,Team Rocket's Petrel,"[Rule] Search your deck for a Trainer card, reveal it, and put it into your hand. Then, shuffle your deck. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv10-226,Team Rocket's Petrel,"[Rule] Search your deck for a Trainer card, reveal it, and put it into your hand. Then, shuffle your deck. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv10-177,Team Rocket's Proton,"[Rule] If you go first, you may use this card during your first turn.  Search your deck for up to 3 Basic Team Rocket's Pokemon, reveal them, and put them into your hand. Then, shuffle your deck. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv10-227,Team Rocket's Proton,"[Rule] If you go first, you may use this card during your first turn.  Search your deck for up to 3 Basic Team Rocket's Pokemon, reveal them, and put them into your hand. Then, shuffle your deck. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv1-195,Team Star Grunt,[Rule] Put an Energy attached to your opponent's Active Pokemon on top of their deck. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,attach,N/A,N/A
sv1-242,Team Star Grunt,[Rule] Put an Energy attached to your opponent's Active Pokemon on top of their deck. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,attach,N/A,N/A
sv3-195,Team Star Grunt,[Rule] Put an Energy attached to your opponent's Active Pokemon on top of their deck. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,attach,N/A,N/A
sv4-181,Tulip,[Rule] Put up to 4 in any combination of Psychic Pokemon and Basic Psychic Energy cards from your discard pile into your hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv4-244,Tulip,[Rule] Put up to 4 in any combination of Psychic Pokemon and Basic Psychic Energy cards from your discard pile into your hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv4-259,Tulip,[Rule] Put up to 4 in any combination of Psychic Pokemon and Basic Psychic Energy cards from your discard pile into your hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,"draw, discard",N/A,N/A
sv8-190,Tyme,"[Rule] Tell your opponent the name of a Pokemon in your hand and put that Pokemon face down in front of you. Your opponent guesses that Pokemon's HP, and then you reveal it. If your opponent guessed right, they draw 4 cards. If they guessed wrong, you draw 4 cards. Then, return the Pokemon to your hand. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
sv8pt5-143,Tyme,"[Rule] Tell your opponent the name of a Pokemon in your hand and put that Pokemon face down in front of you. Your opponent guesses that Pokemon's HP, and then you reveal it. If your opponent guessed right, they draw 4 cards. If they guessed wrong, you draw 4 cards. Then, return the Pokemon to your hand. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"search, draw",N/A,N/A
me1-132,Wally's Compassion,"[Rule] Heal all damage from 1 of your Mega Evolution Pokemon ex. If you healed any damage in this way, put all Energy attached to that Pokemon into your hand. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"draw, heal, damage, attach, evolve",N/A,N/A
me1-176,Wally's Compassion,"[Rule] Heal all damage from 1 of your Mega Evolution Pokemon ex. If you healed any damage in this way, put all Energy attached to that Pokemon into your hand. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"draw, heal, damage, attach, evolve",N/A,N/A
me1-186,Wally's Compassion,"[Rule] Heal all damage from 1 of your Mega Evolution Pokemon ex. If you healed any damage in this way, put all Energy attached to that Pokemon into your hand. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,"draw, heal, damage, attach, evolve",N/A,N/A
sv6pt5-64,Xerosic's Machinations,[Rule] Your opponent discards cards from their hand until they have 3 cards in their hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,discard,N/A,N/A
sv6pt5-89,Xerosic's Machinations,[Rule] Your opponent discards cards from their hand until they have 3 cards in their hand. | [Rule] You may play only 1 Supporter card during your turn.,Trainer,Supporter,supporter,None,N/A,N/A,discard,N/A,N/A
sv1-198,Youngster,"[Rule] Shuffle your hand into your deck. Then, draw 5 cards. | [Rule] You may play only 1 Supporter card during your turn.",Trainer,Supporter,supporter,None,N/A,N/A,draw,N/A,N/A
zsv10pt5-79,Air Balloon,"[Rule] The Retreat Cost of the Pokemon this card is attached to is ColorlessColorless less. | [Rule] You may attach any number of Pokemon Tools to your Pokemon during your turn. You may attach only 1 Pokemon Tool to each Pokemon, and it stays attached. | [Rule] Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached.",Trainer,Pokemon Tool,tool,None,N/A,N/A,switch,N/A,N/A
me1-166,Air Balloon,"[Rule] The Retreat Cost of the Pokemon this card is attached to is ColorlessColorless less. | [Rule] You may attach any number of Pokemon Tools to your Pokemon during your turn. You may attach only 1 Pokemon Tool to each Pokemon, and it stays attached.",Trainer,Pokemon Tool,tool,None,N/A,N/A,switch,N/A,N/A
sv8-162,Amulet of Hope,"[Rule] If the Pokemon this card is attached to is Knocked Out by damage from an attack from your opponent's Pokemon, search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck. | [Rule] You may attach any number of Pokemon Tools to your Pokemon during your turn. You may attach only 1 Pokemon Tool to each Pokemon, and it stays attached. | [Rule] Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached. | [Rule] ACE SPEC: You can't have more than 1 ACE SPEC card in your deck.",Trainer,"Pokemon Tool, ACE SPEC",tool,ACE SPEC,N/A,N/A,"search, draw, damage, attach, knockout, boost",N/A,N/A
sv4-159,Ancient Booster Energy Capsule,"[Rule] The Ancient Pokemon this card is attached to gets +60 HP, recovers from all Special Conditions, and can't be affected by any Special Conditions. | [Rule] You may attach any number of Pokemon Tools to your Pokemon during your turn. You may attach only 1 Pokemon Tool to each Pokemon, and it stays attached.",Trainer,"Pokemon Tool, Ancient",tool,Ancient,N/A,N/A,special_condition,N/A,N/A
